

0520,'300772,运达股份,14.7,15.05,14.42,14.85,14.79,-0.09,-0.6085,1.8551,2948843,43216533.49,4321212000.0,2336712000.0,1
0519,'300772,运达股份,14.79,15.28,14.68,15.25,15.25,-0.46,-3.0164,2.2869,3635200,54266519.0,4347668400.0,2351018400.0,0
0518,'300772,运达股份,15.25,15.5,15.12,15.43,15.48,-0.23,-1.4858,1.1724,1863580,28557927.68,4482890000.0,2424140000.0,0
0517,'300772,运达股份,15.48,15.82,15.41,15.41,15.64,-0.16,-1.023,1.2696,2018100,31521825.0,4550500800.0,2460700800.0,0
0514,'300772,运达股份,15.64,15.78,15.45,15.61,15.58,0.06,0.3851,1.1089,1762638,27514624.9,4597534400.0,2486134400.0,0
0513,'300772,运达股份,15.58,16.28,15.5,15.86,16.04,-0.46,-2.8678,1.4832,2357773,37347110.22,4579896800.0,2476596800.0,1
0512,'300772,运达股份,16.04,16.35,15.89,16.1,16.17,-0.13,-0.804,1.4729,2341307,37617230.18,4715118400.0,2549718400.0,0
0511,'300772,运达股份,16.17,16.38,15.63,15.63,15.85,0.32,2.0189,1.8047,2868800,46325525.0,4753333200.0,2570383200.0,0
0510,'300772,运达股份,15.85,15.93,15.18,15.72,15.72,0.13,0.827,1.7679,2810306,44028984.79,4659266000.0,2519516000.0,1
0507,'300772,运达股份,15.72,16.11,15.45,15.9,16.0,-0.28,-1.75,1.537,2443167,38371954.87,4621051200.0,2498851200.0,1
0506,'300772,运达股份,16.0,16.55,15.87,16.21,15.97,0.03,0.1879,1.7013,2704371,43731277.95,4703360000.0,2543360000.0,0
0430,'300772,运达股份,15.97,16.47,15.72,16.26,16.25,-0.28,-1.7231,2.3584,3748876,59798450.39,4694541200.0,2538591200.0,1
0429,'300772,运达股份,16.25,16.68,16.22,16.25,16.55,-0.3,-1.8127,1.8815,2990800,49049919.0,4776850000.0,2583100000.0,0
0428,'300772,运达股份,16.55,16.85,16.18,16.31,16.3,0.25,1.5337,3.6306,5771219,95447199.77,4865038000.0,2630788000.0,0
0427,'300772,运达股份,16.3,16.49,15.9,16.25,15.86,0.44,2.7743,3.1766,5049580,81980381.03,4791548000.0,2591048000.0,1
0426,'300772,运达股份,15.86,16.93,15.86,16.1,15.69,0.17,1.0835,4.6961,7464896,121971577.7,4662205600.0,2521105600.0,1
0423,'300772,运达股份,15.69,15.96,15.58,15.76,15.76,-0.07,-0.4442,1.5797,2511071,39523492.56,4612232400.0,2494082400.0,1
0422,'300772,运达股份,15.76,16.05,15.69,15.69,15.67,0.09,0.5743,2.2858,3633431,57698681.69,4632809600.0,2505209600.0,0
0421,'300772,运达股份,15.67,15.78,15.24,15.38,15.38,0.29,1.8856,1.7438,2772000,43281396.0,4606353200.0,2490903200.0,1
0420,'300772,运达股份,15.38,15.7,15.27,15.3,15.3,0.08,0.5229,2.097,3333346,51728914.09,4521104800.0,2444804800.0,1
0419,'300772,运达股份,15.3,15.51,15.05,15.5,15.22,0.08,0.5256,1.6681,2651541,40523186.3,4497588000.0,2432088000.0,1
0416,'300772,运达股份,15.22,15.26,14.66,14.7,14.8,0.42,2.8378,1.609,2557631,38583147.2,4474071200.0,2419371200.0,1
0415,'300772,运达股份,14.8,15.04,14.43,14.58,14.61,0.19,1.3005,1.7527,2786101,41249708.66,4350608000.0,2352608000.0,1
0414,'300772,运达股份,14.61,14.84,14.1,14.1,14.12,0.49,3.4703,2.1785,3462876,50675269.76,4294755600.0,2322405600.0,1
0413,'300772,运达股份,14.12,14.46,14.04,14.35,14.36,-0.24,-1.6713,1.332,2117400,30189221.0,4150715200.0,2244515200.0,1
0412,'300772,运达股份,14.36,14.98,14.35,14.71,14.59,-0.23,-1.5764,1.8855,2997200,44024805.0,4221265600.0,2282665600.0,0
0409,'300772,运达股份,14.59,14.91,14.58,14.77,14.8,-0.21,-1.4189,1.2592,2001650,29496315.5,4288876400.0,2319226400.0,0
0408,'300772,运达股份,14.8,14.9,14.54,14.64,14.65,0.15,1.0239,1.9187,3049900,45045398.0,4350608000.0,2352608000.0,0
0407,'300772,运达股份,14.65,14.79,14.38,14.78,14.73,-0.08,-0.5431,1.4215,2259600,33006932.94,4306514000.0,2328764000.0,1
0406,'300772,运达股份,14.73,14.85,14.56,14.7,14.69,0.04,0.2723,1.4235,2262800,33343152.0,4330030800.0,2341480800.0,0
0402,'300772,运达股份,14.69,14.84,14.31,14.51,14.53,0.16,1.1012,1.6606,2639700,38398507.6,4318272400.0,2335122400.0,1
0401,'300772,运达股份,14.53,15.07,14.4,15.02,15.03,-0.5,-3.3267,2.5861,4110800,60624195.0,4271238800.0,2309688800.0,1
0331,'300772,运达股份,15.03,15.2,14.8,15.0,15.09,-0.06,-0.3976,1.9476,3095980,46458694.0,4418218800.0,2389168800.0,0
0330,'300772,运达股份,15.09,16.02,14.96,15.8,15.93,-0.84,-5.2731,3.6924,5869400,91052868.0,4435856400.0,2398706400.0,0
0329,'300772,运达股份,15.93,16.66,15.83,16.06,16.07,-0.14,-0.8712,2.7135,4313390,69686869.88,4682782800.0,2532232800.0,0
0326,'300772,运达股份,16.07,16.26,15.5,15.64,15.49,0.58,3.7444,2.8714,4564300,73074828.0,4723937200.0,2554487200.0,0
0325,'300772,运达股份,15.49,15.89,15.45,15.6,15.74,-0.25,-1.5883,1.1285,1793800,27998985.0,4553440400.0,2462290400.0,1
0324,'300772,运达股份,15.74,16.13,15.65,15.87,16.04,-0.3,-1.8703,1.328,2111000,33499082.0,4626930400.0,2502030400.0,0
0323,'300772,运达股份,16.04,16.31,15.78,15.94,16.09,-0.05,-0.3108,2.2606,3593400,57594278.0,4715118400.0,2549718400.0,0
